date,state,sex,ethnicity,age,population
2020-01-01,Perlis,male,overall_ethnicity,20-24,16.0
2020-01-01,Perlis,male,overall_ethnicity,25-29,11.1
2020-01-01,Perlis,male,overall_ethnicity,30-34,10.1
2020-01-01,Perlis,male,overall_ethnicity,35-39,9.9
2020-01-01,Perlis,male,overall_ethnicity,40-44,12.7
2020-01-01,Perlis,male,overall_ethnicity,45-49,5.7
2020-01-01,Perlis,male,overall_ethnicity,50-54,6.0
2020-01-01,Perlis,male,overall_ethnicity,55-59,6.3
2020-01-01,Perlis,male,overall_ethnicity,60-64,5.0
2020-01-01,Perlis,male,overall_ethnicity,65-69,4.1
2020-01-01,Perlis,male,overall_ethnicity,70-74,2.9
2020-01-01,Perlis,male,overall_ethnicity,75-79,1.6
2020-01-01,Perlis,male,overall_ethnicity,80-84,0.9
2020-01-01,Perlis,male,overall_ethnicity,85+,0.5
2020-01-01,Perlis,female,overall_ethnicity,overall_age,142.5
2020-01-01,Perlis,female,overall_ethnicity,0-4,9.3
2020-01-01,Perlis,female,overall_ethnicity,5-9,9.3
2020-01-01,Perlis,female,overall_ethnicity,10-14,9.4
2020-01-01,Perlis,female,overall_ethnicity,15-19,17.7
2020-01-01,Perlis,female,overall_ethnicity,20-24,16.3
2020-01-01,Perlis,female,overall_ethnicity,25-29,9.8
2020-01-01,Perlis,female,overall_ethnicity,30-34,9.5
2020-01-01,Perlis,female,overall_ethnicity,35-39,9.5
2020-01-01,Perlis,female,overall_ethnicity,40-44,13.2
2020-01-01,Perlis,female,overall_ethnicity,45-49,7.4
2020-01-01,Perlis,female,overall_ethnicity,50-54,6.5
2020-01-01,Perlis,female,overall_ethnicity,55-59,6.7
2020-01-01,Perlis,female,overall_ethnicity,60-64,5.5
2020-01-01,Perlis,female,overall_ethnicity,65-69,5.2
2020-01-01,Perlis,female,overall_ethnicity,70-74,3.2
2020-01-01,Perlis,female,overall_ethnicity,75-79,1.9
2020-01-01,Perlis,female,overall_ethnicity,80-84,1.3
2020-01-01,Perlis,female,overall_ethnicity,85+,0.9
2020-01-01,Pulau Pinang,overall_sex,overall_ethnicity,overall_age,1740.4
2020-01-01,Pulau Pinang,overall_sex,overall_ethnicity,0-4,117.6
2020-01-01,Pulau Pinang,overall_sex,overall_ethnicity,5-9,117.0
2020-01-01,Pulau Pinang,overall_sex,overall_ethnicity,10-14,115.2
2020-01-01,Pulau Pinang,overall_sex,overall_ethnicity,15-19,127.7
2020-01-01,Pulau Pinang,overall_sex,overall_ethnicity,20-24,162.3
2020-01-01,Pulau Pinang,overall_sex,overall_ethnicity,25-29,175.0
2020-01-01,Pulau Pinang,overall_sex,overall_ethnicity,30-34,153.7
2020-01-01,Pulau Pinang,overall_sex,overall_ethnicity,35-39,147.6
2020-01-01,Pulau Pinang,overall_sex,overall_ethnicity,40-44,119.8
2020-01-01,Pulau Pinang,overall_sex,overall_ethnicity,45-49,113.3
2020-01-01,Pulau Pinang,overall_sex,overall_ethnicity,50-54,105.0
2020-01-01,Pulau Pinang,overall_sex,overall_ethnicity,55-59,91.4
2020-01-01,Pulau Pinang,overall_sex,overall_ethnicity,60-64,79.8
2020-01-01,Pulau Pinang,overall_sex,overall_ethnicity,65-69,52.3
2020-01-01,Pulau Pinang,overall_sex,overall_ethnicity,70-74,32.0
2020-01-01,Pulau Pinang,overall_sex,overall_ethnicity,75-79,16.5
2020-01-01,Pulau Pinang,overall_sex,overall_ethnicity,80-84,9.2
2020-01-01,Pulau Pinang,overall_sex,overall_ethnicity,85+,5.1
2020-01-01,Pulau Pinang,male,overall_ethnicity,overall_age,892.6
2020-01-01,Pulau Pinang,male,overall_ethnicity,0-4,61.6
2020-01-01,Pulau Pinang,male,overall_ethnicity,5-9,62.4
2020-01-01,Pulau Pinang,male,overall_ethnicity,10-14,61.4
2020-01-01,Pulau Pinang,male,overall_ethnicity,15-19,65.3
2020-01-01,Pulau Pinang,male,overall_ethnicity,20-24,84.4
2020-01-01,Pulau Pinang,male,overall_ethnicity,25-29,92.3
2020-01-01,Pulau Pinang,male,overall_ethnicity,30-34,76.9
2020-01-01,Pulau Pinang,male,overall_ethnicity,35-39,75.9
2020-01-01,Pulau Pinang,male,overall_ethnicity,40-44,62.2
2020-01-01,Pulau Pinang,male,overall_ethnicity,45-49,57.7
2020-01-01,Pulau Pinang,male,overall_ethnicity,50-54,52.6
2020-01-01,Pulau Pinang,male,overall_ethnicity,55-59,46.0
2020-01-01,Pulau Pinang,male,overall_ethnicity,60-64,39.7
2020-01-01,Pulau Pinang,male,overall_ethnicity,65-69,25.4
2020-01-01,Pulau Pinang,male,overall_ethnicity,70-74,15.5
2020-01-01,Pulau Pinang,male,overall_ethnicity,75-79,7.7
2020-01-01,Pulau Pinang,male,overall_ethnicity,80-84,3.9
2020-01-01,Pulau Pinang,male,overall_ethnicity,85+,1.7
2020-01-01,Pulau Pinang,female,overall_ethnicity,overall_age,847.9
2020-01-01,Pulau Pinang,female,overall_ethnicity,0-4,56.0
2020-01-01,Pulau Pinang,female,overall_ethnicity,5-9,54.6
2020-01-01,Pulau Pinang,female,overall_ethnicity,10-14,53.8
2020-01-01,Pulau Pinang,female,overall_ethnicity,15-19,62.4
2020-01-01,Pulau Pinang,female,overall_ethnicity,20-24,78.0
2020-01-01,Pulau Pinang,female,overall_ethnicity,25-29,82.7
2020-01-01,Pulau Pinang,female,overall_ethnicity,30-34,76.8
2020-01-01,Pulau Pinang,female,overall_ethnicity,35-39,71.7
2020-01-01,Pulau Pinang,female,overall_ethnicity,40-44,57.6
2020-01-01,Pulau Pinang,female,overall_ethnicity,45-49,55.6
2020-01-01,Pulau Pinang,female,overall_ethnicity,50-54,52.4
2020-01-01,Pulau Pinang,female,overall_ethnicity,55-59,45.4
2020-01-01,Pulau Pinang,female,overall_ethnicity,60-64,40.1
2020-01-01,Pulau Pinang,female,overall_ethnicity,65-69,26.9
2020-01-01,Pulau Pinang,female,overall_ethnicity,70-74,16.5
2020-01-01,Pulau Pinang,female,overall_ethnicity,75-79,8.8
2020-01-01,Pulau Pinang,female,overall_ethnicity,80-84,5.3
2020-01-01,Pulau Pinang,female,overall_ethnicity,85+,3.3
2020-01-01,Sabah,overall_sex,overall_ethnicity,overall_age,3418.8
2020-01-01,Sabah,overall_sex,overall_ethnicity,0-4,291.2
2020-01-01,Sabah,overall_sex,overall_ethnicity,5-9,280.8
2020-01-01,Sabah,overall_sex,overall_ethnicity,10-14,335.1
2020-01-01,Sabah,overall_sex,overall_ethnicity,15-19,351.4
2020-01-01,Sabah,overall_sex,overall_ethnicity,20-24,349.5
2020-01-01,Sabah,overall_sex,overall_ethnicity,25-29,374.3
2020-01-01,Sabah,overall_sex,overall_ethnicity,30-34,302.5
2020-01-01,Sabah,overall_sex,overall_ethnicity,35-39,276.2
2020-01-01,Sabah,overall_sex,overall_ethnicity,40-44,191.8
2020-01-01,Sabah,overall_sex,overall_ethnicity,45-49,155.3
2020-01-01,Sabah,overall_sex,overall_ethnicity,50-54,128.8
2020-01-01,Sabah,overall_sex,overall_ethnicity,55-59,105.2
2020-01-01,Sabah,overall_sex,overall_ethnicity,60-64,84.7
2020-01-01,Sabah,overall_sex,overall_ethnicity,65-69,87.6
2020-01-01,Sabah,overall_sex,overall_ethnicity,70-74,46.6
2020-01-01,Sabah,overall_sex,overall_ethnicity,75-79,28.4
2020-01-01,Sabah,overall_sex,overall_ethnicity,80-84,15.0
2020-01-01,Sabah,overall_sex,overall_ethnicity,85+,14.4
2020-01-01,Sabah,male,overall_ethnicity,overall_age,1779.8
2020-01-01,Sabah,male,overall_ethnicity,0-4,151.6
2020-01-01,Sabah,male,overall_ethnicity,5-9,144.2
2020-01-01,Sabah,male,overall_ethnicity,10-14,171.3
2020-01-01,Sabah,male,overall_ethnicity,15-19,189.1
2020-01-01,Sabah,male,overall_ethnicity,20-24,181.7
2020-01-01,Sabah,male,overall_ethnicity,25-29,194.4
2020-01-01,Sabah,male,overall_ethnicity,30-34,156.5
2020-01-01,Sabah,male,overall_ethnicity,35-39,144.6
2020-01-01,Sabah,male,overall_ethnicity,40-44,99.8
2020-01-01,Sabah,male,overall_ethnicity,45-49,80.8
2020-01-01,Sabah,male,overall_ethnicity,50-54,67.8
2020-01-01,Sabah,male,overall_ethnicity,55-59,54.7
2020-01-01,Sabah,male,overall_ethnicity,60-64,45.8
2020-01-01,Sabah,male,overall_ethnicity,65-69,45.0
2020-01-01,Sabah,male,overall_ethnicity,70-74,23.6
2020-01-01,Sabah,male,overall_ethnicity,75-79,14.3
2020-01-01,Sabah,male,overall_ethnicity,80-84,7.1
2020-01-01,Sabah,male,overall_ethnicity,85+,7.5
2020-01-01,Sabah,female,overall_ethnicity,overall_age,1639.0
2020-01-01,Sabah,female,overall_ethnicity,0-4,139.6
2020-01-01,Sabah,female,overall_ethnicity,5-9,136.6
2020-01-01,Sabah,female,overall_ethnicity,10-14,163.8
2020-01-01,Sabah,female,overall_ethnicity,15-19,162.3
2020-01-01,Sabah,female,overall_ethnicity,20-24,167.8
2020-01-01,Sabah,female,overall_ethnicity,25-29,179.9
2020-01-01,Sabah,female,overall_ethnicity,30-34,146.0
2020-01-01,Sabah,female,overall_ethnicity,35-39,131.6
2020-01-01,Sabah,female,overall_ethnicity,40-44,92.0
2020-01-01,Sabah,female,overall_ethnicity,45-49,74.5
2020-01-01,Sabah,female,overall_ethnicity,50-54,61.0
2020-01-01,Sabah,female,overall_ethnicity,55-59,50.5
2020-01-01,Sabah,female,overall_ethnicity,60-64,38.8
2020-01-01,Sabah,female,overall_ethnicity,65-69,42.6
2020-01-01,Sabah,female,overall_ethnicity,70-74,23.0
2020-01-01,Sabah,female,overall_ethnicity,75-79,14.1
2020-01-01,Sabah,female,overall_ethnicity,80-84,7.9
2020-01-01,Sabah,female,overall_ethnicity,85+,6.9
2020-01-01,Sarawak,overall_sex,overall_ethnicity,overall_age,2453.7
2020-01-01,Sarawak,overall_sex,overall_ethnicity,0-4,155.8
2020-01-01,Sarawak,overall_sex,overall_ethnicity,5-9,182.7
2020-01-01,Sarawak,overall_sex,overall_ethnicity,10-14,201.8
2020-01-01,Sarawak,overall_sex,overall_ethnicity,15-19,213.1
2020-01-01,Sarawak,overall_sex,overall_ethnicity,20-24,210.8
2020-01-01,Sarawak,overall_sex,overall_ethnicity,25-29,222.6
2020-01-01,Sarawak,overall_sex,overall_ethnicity,30-34,211.0
2020-01-01,Sarawak,overall_sex,overall_ethnicity,35-39,188.0
2020-01-01,Sarawak,overall_sex,overall_ethnicity,40-44,164.3
2020-01-01,Sarawak,overall_sex,overall_ethnicity,45-49,153.5
2020-01-01,Sarawak,overall_sex,overall_ethnicity,50-54,138.7
2020-01-01,Sarawak,overall_sex,overall_ethnicity,55-59,128.6
2020-01-01,Sarawak,overall_sex,overall_ethnicity,60-64,98.0
2020-01-01,Sarawak,overall_sex,overall_ethnicity,65-69,76.4
2020-01-01,Sarawak,overall_sex,overall_ethnicity,70-74,50.0
2020-01-01,Sarawak,overall_sex,overall_ethnicity,75-79,30.3
2020-01-01,Sarawak,overall_sex,overall_ethnicity,80-84,16.7
2020-01-01,Sarawak,overall_sex,overall_ethnicity,85+,11.4
2020-01-01,Sarawak,male,overall_ethnicity,overall_age,1269.6
2020-01-01,Sarawak,male,overall_ethnicity,0-4,80.0
2020-01-01,Sarawak,male,overall_ethnicity,5-9,94.6
2020-01-01,Sarawak,male,overall_ethnicity,10-14,105.6
2020-01-01,Sarawak,male,overall_ethnicity,15-19,110.1
2020-01-01,Sarawak,male,overall_ethnicity,20-24,110.1
2020-01-01,Sarawak,male,overall_ethnicity,25-29,118.5
2020-01-01,Sarawak,male,overall_ethnicity,30-34,112.9
2020-01-01,Sarawak,male,overall_ethnicity,35-39,99.5
2020-01-01,Sarawak,male,overall_ethnicity,40-44,84.8
2020-01-01,Sarawak,male,overall_ethnicity,45-49,78.7
2020-01-01,Sarawak,male,overall_ethnicity,50-54,70.2
2020-01-01,Sarawak,male,overall_ethnicity,55-59,65.8
2020-01-01,Sarawak,male,overall_ethnicity,60-64,49.0
2020-01-01,Sarawak,male,overall_ethnicity,65-69,38.6
2020-01-01,Sarawak,male,overall_ethnicity,70-74,24.5
2020-01-01,Sarawak,male,overall_ethnicity,75-79,14.7
2020-01-01,Sarawak,male,overall_ethnicity,80-84,7.4
2020-01-01,Sarawak,male,overall_ethnicity,85+,4.6
2020-01-01,Sarawak,female,overall_ethnicity,overall_age,1184.1
2020-01-01,Sarawak,female,overall_ethnicity,0-4,75.8
2020-01-01,Sarawak,female,overall_ethnicity,5-9,88.1
2020-01-01,Sarawak,female,overall_ethnicity,10-14,96.2
2020-01-01,Sarawak,female,overall_ethnicity,15-19,103.0
2020-01-01,Sarawak,female,overall_ethnicity,20-24,100.8
2020-01-01,Sarawak,female,overall_ethnicity,25-29,104.2
2020-01-01,Sarawak,female,overall_ethnicity,30-34,98.1
2020-01-01,Sarawak,female,overall_ethnicity,35-39,88.5
2020-01-01,Sarawak,female,overall_ethnicity,40-44,79.5
2020-01-01,Sarawak,female,overall_ethnicity,45-49,74.8
2020-01-01,Sarawak,female,overall_ethnicity,50-54,68.5
2020-01-01,Sarawak,female,overall_ethnicity,55-59,62.8
2020-01-01,Sarawak,female,overall_ethnicity,60-64,49.0
2020-01-01,Sarawak,female,overall_ethnicity,65-69,37.8
2020-01-01,Sarawak,female,overall_ethnicity,70-74,25.5
2020-01-01,Sarawak,female,overall_ethnicity,75-79,15.6
2020-01-01,Sarawak,female,overall_ethnicity,80-84,9.2
2020-01-01,Sarawak,female,overall_ethnicity,85+,6.8
2020-01-01,Selangor,overall_sex,overall_ethnicity,overall_age,6994.4
2020-01-01,Selangor,overall_sex,overall_ethnicity,0-4,532.4
2020-01-01,Selangor,overall_sex,overall_ethnicity,5-9,541.1
2020-01-01,Selangor,overall_sex,overall_ethnicity,10-14,476.1
2020-01-01,Selangor,overall_sex,overall_ethnicity,15-19,526.7
2020-01-01,Selangor,overall_sex,overall_ethnicity,20-24,561.1
2020-01-01,Selangor,overall_sex,overall_ethnicity,25-29,624.1
2020-01-01,Selangor,overall_sex,overall_ethnicity,30-34,738.7
2020-01-01,Selangor,overall_sex,overall_ethnicity,35-39,681.7
2020-01-01,Selangor,overall_sex,overall_ethnicity,40-44,509.0
2020-01-01,Selangor,overall_sex,overall_ethnicity,45-49,429.3
2020-01-01,Selangor,overall_sex,overall_ethnicity,50-54,358.7
2020-01-01,Selangor,overall_sex,overall_ethnicity,55-59,301.1
2020-01-01,Selangor,overall_sex,overall_ethnicity,60-64,231.8
2020-01-01,Selangor,overall_sex,overall_ethnicity,65-69,208.1
2020-01-01,Selangor,overall_sex,overall_ethnicity,70-74,142.2
2020-01-01,Selangor,overall_sex,overall_ethnicity,75-79,66.3
2020-01-01,Selangor,overall_sex,overall_ethnicity,80-84,36.5
2020-01-01,Selangor,overall_sex,overall_ethnicity,85+,29.5
2020-01-01,Selangor,male,overall_ethnicity,overall_age,3710.8
2020-01-01,Selangor,male,overall_ethnicity,0-4,271.5
2020-01-01,Selangor,male,overall_ethnicity,5-9,280.8
2020-01-01,Selangor,male,overall_ethnicity,10-14,241.9
2020-01-01,Selangor,male,overall_ethnicity,15-19,278.0
2020-01-01,Selangor,male,overall_ethnicity,20-24,318.8
2020-01-01,Selangor,male,overall_ethnicity,25-29,351.8
2020-01-01,Selangor,male,overall_ethnicity,30-34,391.9
2020-01-01,Selangor,male,overall_ethnicity,35-39,359.5
2020-01-01,Selangor,male,overall_ethnicity,40-44,276.5
2020-01-01,Selangor,male,overall_ethnicity,45-49,229.0
2020-01-01,Selangor,male,overall_ethnicity,50-54,189.0
2020-01-01,Selangor,male,overall_ethnicity,55-59,159.3
2020-01-01,Selangor,male,overall_ethnicity,60-64,121.3
2020-01-01,Selangor,male,overall_ethnicity,65-69,107.7
2020-01-01,Selangor,male,overall_ethnicity,70-74,67.5
2020-01-01,Selangor,male,overall_ethnicity,75-79,32.0
2020-01-01,Selangor,male,overall_ethnicity,80-84,17.6
2020-01-01,Selangor,male,overall_ethnicity,85+,16.6
2020-01-01,Selangor,female,overall_ethnicity,overall_age,3283.7
2020-01-01,Selangor,female,overall_ethnicity,0-4,260.9
2020-01-01,Selangor,female,overall_ethnicity,5-9,260.3
2020-01-01,Selangor,female,overall_ethnicity,10-14,234.2
2020-01-01,Selangor,female,overall_ethnicity,15-19,248.6
2020-01-01,Selangor,female,overall_ethnicity,20-24,242.2
2020-01-01,Selangor,female,overall_ethnicity,25-29,272.3
2020-01-01,Selangor,female,overall_ethnicity,30-34,346.8
2020-01-01,Selangor,female,overall_ethnicity,35-39,322.2
2020-01-01,Selangor,female,overall_ethnicity,40-44,232.5
2020-01-01,Selangor,female,overall_ethnicity,45-49,200.4
2020-01-01,Selangor,female,overall_ethnicity,50-54,169.7
2020-01-01,Selangor,female,overall_ethnicity,55-59,141.8
2020-01-01,Selangor,female,overall_ethnicity,60-64,110.5
2020-01-01,Selangor,female,overall_ethnicity,65-69,100.4
2020-01-01,Selangor,female,overall_ethnicity,70-74,74.7
2020-01-01,Selangor,female,overall_ethnicity,75-79,34.3
2020-01-01,Selangor,female,overall_ethnicity,80-84,18.9
2020-01-01,Selangor,female,overall_ethnicity,85+,12.9
2020-01-01,Terengganu,overall_sex,overall_ethnicity,overall_age,1149.4
2020-01-01,Terengganu,overall_sex,overall_ethnicity,0-4,109.4
2020-01-01,Terengganu,overall_sex,overall_ethnicity,5-9,109.6
2020-01-01,Terengganu,overall_sex,overall_ethnicity,10-14,110.1
2020-01-01,Terengganu,overall_sex,overall_ethnicity,15-19,112.8
2020-01-01,Terengganu,overall_sex,overall_ethnicity,20-24,107.7
2020-01-01,Terengganu,overall_sex,overall_ethnicity,25-29,92.1
2020-01-01,Terengganu,overall_sex,overall_ethnicity,30-34,90.1
2020-01-01,Terengganu,overall_sex,overall_ethnicity,35-39,86.5
2020-01-01,Terengganu,overall_sex,overall_ethnicity,40-44,67.1
2020-01-01,Terengganu,overall_sex,overall_ethnicity,45-49,58.9
2020-01-01,Terengganu,overall_sex,overall_ethnicity,50-54,52.3
2020-01-01,Terengganu,overall_sex,overall_ethnicity,55-59,50.5
2020-01-01,Terengganu,overall_sex,overall_ethnicity,60-64,39.1
2020-01-01,Terengganu,overall_sex,overall_ethnicity,65-69,27.4
2020-01-01,Terengganu,overall_sex,overall_ethnicity,70-74,17.0
2020-01-01,Terengganu,overall_sex,overall_ethnicity,75-79,10.3
2020-01-01,Terengganu,overall_sex,overall_ethnicity,80-84,6.0
2020-01-01,Terengganu,overall_sex,overall_ethnicity,85+,2.6
2020-01-01,Terengganu,male,overall_ethnicity,overall_age,587.9
2020-01-01,Terengganu,male,overall_ethnicity,0-4,55.3
2020-01-01,Terengganu,male,overall_ethnicity,5-9,56.3
2020-01-01,Terengganu,male,overall_ethnicity,10-14,56.9
2020-01-01,Terengganu,male,overall_ethnicity,15-19,58.4
2020-01-01,Terengganu,male,overall_ethnicity,20-24,55.1
2020-01-01,Terengganu,male,overall_ethnicity,25-29,49.2
2020-01-01,Terengganu,male,overall_ethnicity,30-34,47.8
2020-01-01,Terengganu,male,overall_ethnicity,35-39,46.0
2020-01-01,Terengganu,male,overall_ethnicity,40-44,35.1
2020-01-01,Terengganu,male,overall_ethnicity,45-49,29.5
2020-01-01,Terengganu,male,overall_ethnicity,50-54,25.3
2020-01-01,Terengganu,male,overall_ethnicity,55-59,24.6
2020-01-01,Terengganu,male,overall_ethnicity,60-64,18.9
2020-01-01,Terengganu,male,overall_ethnicity,65-69,13.4
2020-01-01,Terengganu,male,overall_ethnicity,70-74,8.4
2020-01-01,Terengganu,male,overall_ethnicity,75-79,4.5
2020-01-01,Terengganu,male,overall_ethnicity,80-84,2.3
2020-01-01,Terengganu,male,overall_ethnicity,85+,0.9
2020-01-01,Terengganu,female,overall_ethnicity,overall_age,561.6
2020-01-01,Terengganu,female,overall_ethnicity,0-4,54.1
2020-01-01,Terengganu,female,overall_ethnicity,5-9,53.3
2020-01-01,Terengganu,female,overall_ethnicity,10-14,53.2
2020-01-01,Terengganu,female,overall_ethnicity,15-19,54.4
2020-01-01,Terengganu,female,overall_ethnicity,20-24,52.6
2020-01-01,Terengganu,female,overall_ethnicity,25-29,42.9
2020-01-01,Terengganu,female,overall_ethnicity,30-34,42.3
2020-01-01,Terengganu,female,overall_ethnicity,35-39,40.5
2020-01-01,Terengganu,female,overall_ethnicity,40-44,32.0
2020-01-01,Terengganu,female,overall_ethnicity,45-49,29.4
2020-01-01,Terengganu,female,overall_ethnicity,50-54,27.1
2020-01-01,Terengganu,female,overall_ethnicity,55-59,25.8
2020-01-01,Terengganu,female,overall_ethnicity,60-64,20.2
2020-01-01,Terengganu,female,overall_ethnicity,65-69,14.0
2020-01-01,Terengganu,female,overall_ethnicity,70-74,8.6
2020-01-01,Terengganu,female,overall_ethnicity,75-79,5.7
2020-01-01,Terengganu,female,overall_ethnicity,80-84,3.6
2020-01-01,Terengganu,female,overall_ethnicity,85+,1.7
2020-01-01,W.P. Kuala Lumpur,overall_sex,overall_ethnicity,overall_age,1982.1
2020-01-01,W.P. Kuala Lumpur,overall_sex,overall_ethnicity,0-4,129.1
2020-01-01,W.P. Kuala Lumpur,overall_sex,overall_ethnicity,5-9,125.9
2020-01-01,W.P. Kuala Lumpur,overall_sex,overall_ethnicity,10-14,140.8
2020-01-01,W.P. Kuala Lumpur,overall_sex,overall_ethnicity,15-19,134.8
2020-01-01,W.P. Kuala Lumpur,overall_sex,overall_ethnicity,20-24,116.2
2020-01-01,W.P. Kuala Lumpur,overall_sex,overall_ethnicity,25-29,183.7
2020-01-01,W.P. Kuala Lumpur,overall_sex,overall_ethnicity,30-34,224.3
2020-01-01,W.P. Kuala Lumpur,overall_sex,overall_ethnicity,35-39,250.9
2020-01-01,W.P. Kuala Lumpur,overall_sex,overall_ethnicity,40-44,187.7
2020-01-01,W.P. Kuala Lumpur,overall_sex,overall_ethnicity,45-49,143.5
2020-01-01,W.P. Kuala Lumpur,overall_sex,overall_ethnicity,50-54,85.9
2020-01-01,W.P. Kuala Lumpur,overall_sex,overall_ethnicity,55-59,78.0
2020-01-01,W.P. Kuala Lumpur,overall_sex,overall_ethnicity,60-64,50.9
2020-01-01,W.P. Kuala Lumpur,overall_sex,overall_ethnicity,65-69,52.2
2020-01-01,W.P. Kuala Lumpur,overall_sex,overall_ethnicity,70-74,37.5
2020-01-01,W.P. Kuala Lumpur,overall_sex,overall_ethnicity,75-79,21.6
2020-01-01,W.P. Kuala Lumpur,overall_sex,overall_ethnicity,80-84,11.5
2020-01-01,W.P. Kuala Lumpur,overall_sex,overall_ethnicity,85+,7.5
2020-01-01,W.P. Kuala Lumpur,male,overall_ethnicity,overall_age,1058.9
2020-01-01,W.P. Kuala Lumpur,male,overall_ethnicity,0-4,65.5
2020-01-01,W.P. Kuala Lumpur,male,overall_ethnicity,5-9,66.5
2020-01-01,W.P. Kuala Lumpur,male,overall_ethnicity,10-14,72.9
2020-01-01,W.P. Kuala Lumpur,male,overall_ethnicity,15-19,71.4
2020-01-01,W.P. Kuala Lumpur,male,overall_ethnicity,20-24,61.9
2020-01-01,W.P. Kuala Lumpur,male,overall_ethnicity,25-29,98.6
2020-01-01,W.P. Kuala Lumpur,male,overall_ethnicity,30-34,123.3
2020-01-01,W.P. Kuala Lumpur,male,overall_ethnicity,35-39,140.0
2020-01-01,W.P. Kuala Lumpur,male,overall_ethnicity,40-44,103.9
2020-01-01,W.P. Kuala Lumpur,male,overall_ethnicity,45-49,81.1
2020-01-01,W.P. Kuala Lumpur,male,overall_ethnicity,50-54,44.5
2020-01-01,W.P. Kuala Lumpur,male,overall_ethnicity,55-59,39.3
2020-01-01,W.P. Kuala Lumpur,male,overall_ethnicity,60-64,25.0
2020-01-01,W.P. Kuala Lumpur,male,overall_ethnicity,65-69,25.9
2020-01-01,W.P. Kuala Lumpur,male,overall_ethnicity,70-74,18.7
2020-01-01,W.P. Kuala Lumpur,male,overall_ethnicity,75-79,10.1
2020-01-01,W.P. Kuala Lumpur,male,overall_ethnicity,80-84,6.1
2020-01-01,W.P. Kuala Lumpur,male,overall_ethnicity,85+,4.1
2020-01-01,W.P. Kuala Lumpur,female,overall_ethnicity,overall_age,923.2
2020-01-01,W.P. Kuala Lumpur,female,overall_ethnicity,0-4,63.6
2020-01-01,W.P. Kuala Lumpur,female,overall_ethnicity,5-9,59.4
2020-01-01,W.P. Kuala Lumpur,female,overall_ethnicity,10-14,67.9
2020-01-01,W.P. Kuala Lumpur,female,overall_ethnicity,15-19,63.4
2020-01-01,W.P. Kuala Lumpur,female,overall_ethnicity,20-24,54.2
